id;text_en;text_pt;sentiment
122;THE AFFAIR is a very bad TV movie from the 1970s starring the then-husband-wife team of Robert Wagner and Natalie Wood as hesitant lovers. She has polio and leads a reclusive existence as a pop song writer. Hes an ambitious lawyer who is very outgoing and absolutely smitten with her. Their affair, such as it is, is doomed from the start, and she knows it, but goes along with it anyway. Two things to watch for if you are trapped into watching this: Woods Jane Fonda hairdo that is never mussed, no matter what, and a tune she sings early in this dreadful flick. She sings it for four or five or six minutes, so you know its classic padding between commercials. It also is one of the worst songs ever written, and the woman doing Woods singing voice should have been shot and put out of her misery. Also, keep an eye out for all the peasant tops and dresses. By comparison, Wagner looks relatively timeless, with close-cropped hair and sporting a series of classic suits.;THE AFFAIR é um filme de TV muito ruim da década de 1970 estrelando a equipe de Robert Wagner e Natalie Wood como amantes hesitantes. Ela tem poliomielite e leva uma vida reclusa como um escritor de música pop. Ele é um advogado ambicioso que é muito extrovertido e absolutamente apaixonado por ela. O caso deles, como é, está condenado desde o começo, e ela sabe disso, mas segue em frente mesmo assim. Duas coisas para observar se você está preso a ver isso: o penteado de Woods Jane Fonda que nunca é desalinhado, não importa o que aconteça, e uma melodia que ela canta cedo neste filme horrível. Ela canta por quatro ou cinco ou seis minutos, então você sabe que é um clássico entre os comerciais. Também é uma das piores canções já escritas, e a mulher que estava cantando Woods deveria ter sido baleada e ter sido expulsa de sua miséria. Além disso, fique atento a todos os tops e vestidos dos camponeses. Em comparação, Wagner parece relativamente atemporal, com cabelos curtos e exibindo uma série de roupas clássicas.;neg
123;Describing this film is a difficult task. On the one hand, its an over-the-top vampire spookfest, complete with cobwebs, eerie music, a hypnotic medallion, and of course a coffin with a creaky lid.On the other hand, this is one of the silliest scripts this side of Edward D. Wood, Jr. Produced by the same people who gave us The Bloody Vampire, Invasion of the Vampires, and this films predecessor, the modestly-titled The Vampire, the movie sticks close to the lack of logic that characterizes the other films.As I mentioned, this film is a sequel to The Vampire, which I have not seen. But no matter...its real easy to imagine what happened. Dr. Enrique, played by Abel The Brainiac Salazar, is befuddled when the well-intentioned but misguided Dr. Marion brings back the staked body of his vampiric enemy, Count Karol de Lavud I suppose there is a rule somewhere that all vampires must be Counts of some sort. Dr. Marion complains that all important doctors throughout history have had to resort to some sort of grave robbing in order to advance their medical studies, and he hopes to use the vampires corpse to study such phenomena as the vampires lack of a normal reflection at which point he holds a mirror up to the vampire and instead of no reflection, we see the vampires skeleton. ???.Enrique is not pleased, and seems determined to pass off the events of the first film as mere fantasy and superstition. This man was no vampire...Ill admit that he liked to drink a little blood, but thats all! he states. Also confusing matters is the fragile Martha, a part-time nurse and part-time showgirl ! who happens to be Enriques object of affection. Martha narrowly escaped de Lavuds clutches in the first film, and apparently Enrique has spent a great deal of time healing her mind and getting her to think that everything that she experienced was not real.OK, so if you were the scriptwriter for this film, you would need a way to get someone dumb enough to pull the stake out of the vampire, right? Well, how about the greedy con man who helped Marion steal the coffin? After getting a glimpse de Lavuds body, he sets his sights on the expensive-looking brooch that the Count is wearing, and he conveniently returns to steal it when the doctors arent looking. But darn it...he cant remove the brooch because of the stake, so...you guessed it. De Lavud is on the loose again, this time with the shady con as his human henchman.OK, so of course the vampire is after Martha again, and meanwhile the doctors are really confused about what they believe. At first they are determined to prove that there is no such thing as a real vampire, then by the end of the film they are trying to get the police to put an all-points bulletin out for a man who is dead but still alive!.You can probably imagine the rest of the plot from here, but the filmmakers do throw in a few pleasing twists. One of the sets for the movie is a spooky wax museum is there any other kind in these types of films?, complete with a fully-equipped torture chamber...with REAL torture and execution equipment. The movie has a very keen sense of style, and not just in the campy cobwebs. One effectively creepy sequence has de Lavud chasing a victim down a seemingly endless series of streets and alleyways, following their progress alongside vague buildings with no doors while lighting the scene like a German expressionist nightmare The Cabinet of Dr. Caligari seems to be an influence.But the rest of the film is juvenile, particularly in the films climax. The special effects are quite crude, even for the year that this was made, and the climactic fight with de Lavud in bat form is laughable enough...but the director feels the need to ask us to believe that Martha would faint and collapse directly over top of a guillotine, positioned so that her head was in the perfect location to be chopped off by the blade, which is in danger of falling because the restraining rope has suddenly begun to fray RIGHT AT THAT VERY MINUTE! What an unfortunate coincidence! To make matters worse, he cuts away from the fraying rope to scenes of Enrique trying to dodge the swooping rubber bat, basically standing still and waving his arms around. Its definitely an Ed Wood moment if ever there was one, especially when Martha seems to revive on her own and rises groggily to her feet just as the blade slams down. Whew! What a relief! In terms of kookiness, The Vampires Coffin does not have the lunacy factor of The Bloody Vampire or Invasion of the Vampires, but fans of these types of old horror films will appreciate the atmospheric photography, and the fact that the director manages to wring some real chills from this material has to Count for something haw haw.;Descrever este filme é uma tarefa difícil. Por um lado, é um over-the-top vampire spookfest, completo com teias de aranha, música misteriosa, um medalhão hipnótico e, claro, um caixão com uma tampa rangendo.Por outro lado, este é um dos scripts mais idiotas deste lado de Edward D. Wood, Jr. Produzido pelas mesmas pessoas que nos deram O Vampiro Sangrento, Invasão dos Vampiros, e este filme predecessor, o modestamente intitulado The Vampire, o filme fica perto da falta de lógica que caracteriza os outros filmes. Como eu mencionei, este filme é uma continuação de The Vampire, que eu não vi. Mas não importa ... é fácil imaginar o que aconteceu. Dr. Enrique, interpretado por Abel The Brainiac Salazar, está confuso quando o bem-intencionado mas mal orientado Dr. Marion traz de volta o corpo de seu vampiro inimigo, o Conde Karol de Lavud. Suponho que há uma regra em algum lugar que todos os vampiros devem Seja de algum tipo. Dr. Marion reclama que todos os médicos importantes ao longo da história tiveram que recorrer a algum tipo de roubo para avançar em seus estudos médicos, e ele espera usar o corpo de vampiros para estudar fenômenos como os vampiros sem uma reflexão normal na qual ponto ele segura um espelho até o vampiro e ao invés de nenhum reflexo, nós vemos o esqueleto dos vampiros. Enrique não está satisfeito, e parece determinado a passar os eventos do primeiro filme como mera fantasia e superstição. Este homem não era um vampiro ... Eu admito que ele gostava de beber um pouco de sangue, mas é tudo! ele afirma. Também confusa é a frágil Martha, enfermeira de meio período e showgirl de meio período! quem passa a ser Enriques objeto de afeto. Martha escapou por pouco de Garras de Lavud no primeiro filme, e aparentemente Enrique passou um bom tempo curando sua mente e fazendo-a pensar que tudo que ela experimentou não era real.OK, então se você fosse o roteirista para isso filme, você precisaria de uma maneira de fazer alguém estúpido o suficiente para tirar a estaca do vampiro, certo? Bem, que tal o vigarista ganancioso que ajudou Marion a roubar o caixão? Depois de vislumbrar o corpo de Lavuds, ele se volta para o broche de aparência cara que o conde está usando e, convenientemente, volta para roubá-lo quando os médicos não estão olhando. Mas danado ... ele não pode remover o broche por causa da estaca, então ... você adivinhou. De Lavud está à solta novamente, desta vez com o suspeito de ser seu capanga humano.OK, então é claro que o vampiro está atrás de Martha novamente, e enquanto isso os médicos estão realmente confusos sobre o que acreditam. No começo eles estão determinados a provar que não existe um vampiro de verdade, e no final do filme eles estão tentando fazer com que a polícia coloque um boletim de pontos para fora para um homem que está morto mas ainda vivo Você provavelmente pode imaginar o resto do enredo a partir daqui, mas os cineastas fazem algumas reviravoltas agradáveis. Um dos sets para o filme é um assustador museu de cera, existe algum outro tipo nesse tipo de filme ?, completo com uma câmara de tortura totalmente equipada ... com equipamento de tortura e execução REAL. O filme tem um grande senso de estilo, e não apenas nas teias de aranha. Uma seqüência realmente assustadora tem De Lavud perseguindo uma vítima por uma série aparentemente interminável de ruas e becos, seguindo seu progresso ao lado de prédios vagos sem portas, enquanto a cena iluminada como um pesadelo expressionista alemão O Gabinete do Dr. Caligari parece ser um influência. Mas o resto do filme é juvenil, particularmente no climax filmes. Os efeitos especiais são bastante grosseiros, mesmo para o ano em que isso foi feito, e a briga climática com Lavud em forma de morcego é risível o suficiente ... mas o diretor sente a necessidade de nos pedir para acreditar que Martha iria desmaiar e colapsar diretamente por cima de uma guilhotina, posicionada de modo que a cabeça dela estivesse no local perfeito para ser cortada pela lâmina, que está em perigo de cair porque a corda de contenção de repente começou a se desgastar CERTAMENTE NESSE MINUTO! Que coincidência infeliz! Para piorar as coisas, ele corta a corda para cenas de Enrique tentando se esquivar do bastão de borracha, basicamente parado e balançando os braços. É definitivamente um momento de Ed Wood, se é que houve algum, especialmente quando Martha parece reviver por conta própria e se levanta aos gritos quando a lâmina bate. Ufa! Que alivio! Em termos de kookiness, The Vampires Coffin não tem o fator de loucura de The Bloody Vampire ou Invasion of the Vampires, mas os fãs desse tipo de filmes de terror apreciarão a fotografia atmosférica, e o fato de que diretor consegue espremer alguns arrepios reais deste material tem que contar para algo haw haw.;neg
124;Imagine yourself trapped inside a museum of the dark middle Ages and a resurrected vampire and his maniacal sidekick are chasing you. Where is the absolute last place you want to hide? Id say inside the uncanny Virgin of Nuremberg torture device, because theres a good risk youll get brutally spiked to death. And yet, the elderly lady in this film stupidly runs into her spiked coffin. The Vampires Coffin is a rather disappointing sequel, as director Fernando MÃ©ndez doesnt re-create the Gothic atmosphere of the 1957-original but puts the emphasis on comical situations and dialogs. No more ominous castles with eerie cobwebs and dark vaults, but confused doctors and clumsy assistants that provoke laughs instead of frights. The story opens inside Count de Lavuds final resting place, where an eminent doctor and a hired assistant steal the coffin in order to examine the corpse at a private clinic. Naturally the wooden stake gets removed from his heart, and the vampire count comes to live again, immediately enslaving the petty thief to do his dirty work. The vampire has his eye on a beautiful female patient at the clinic, and its up to Dr. Enrique SaldÃ­var to rescue her soul and to destroy the bloodsucker. The Vampires Coffin uses a limited amount of locations and theres very little action. The whole film would actually be pretty boring if it werent for a handful of memorable sequences and decent acting performances. The photography is amazing, though, with the sublime use of shadows and darkness. This is most notably during the scene in which Count de Lavud stalks a young woman through the deserted streets of little town at night. Its the only truly worthwhile scene of the whole film, the rest is fairly mediocre and dÃ©jÃ -vu.;Imagine-se preso dentro de um museu da idade média escura e um vampiro ressuscitado e seu companheiro maníaco está perseguindo você. Onde é o último lugar absoluto que você quer esconder? Eu diria que dentro da misteriosa Virgem do dispositivo de tortura de Nuremberg, porque há um bom risco de você ser espancado brutalmente até a morte. E ainda, a senhora idosa neste filme estupidamente corre em seu caixão cravado. The Vampires Coffin é uma sequência bastante decepcionante, já que o diretor Fernando Méndez não recria a atmosfera gótica do original de 1957, mas coloca a ênfase em situações cômicas e diálogos. Não há mais castelos sinistros com teias de aranha misteriosas e abóbadas escuras, mas médicos confusos e assistentes desajeitados que provocam risadas em vez de frustrações. A história se abre dentro do local de descanso final de Count de Lavuds, onde um eminente médico e um assistente contratado roubam o caixão para examinar o cadáver em uma clínica particular. Naturalmente a estaca de madeira é removida de seu coração, e a contagem de vampiros volta a viver, imediatamente escravizando o ladrão a fazer seu trabalho sujo. O vampiro está de olho em uma linda paciente do sexo feminino na clínica, e cabe ao Dr. Enrique SaldÃvar resgatar sua alma e destruir o sanguessuga. The Vampires Coffin usa uma quantidade limitada de locais e há muito pouca ação. O filme todo seria realmente muito chato se não fosse por um punhado de sequências memoráveis ​​e performances decentes de atuação. A fotografia é incrível, no entanto, com o uso sublime de sombras e escuridão. Isto é notavelmente durante a cena em que Conde de Lavud persegue uma jovem mulher pelas ruas desertas da pequena cidade à noite. É a única cena realmente interessante de todo o filme, o resto é bastante medíocre e déjú-vu.;neg
125;Ik know it is impossible to keep all details of a book in a movie. But this movie has changed nearly everything without any reason. Furthermore many changes have made the story illogical. A few examples: 1 in the movie Paul Renauld really meets Poriot before he dies in the book Poirot only gets a letter, telling him he is afraid to be killed. This is completely stupid because if Renaulds plan would have succeeded, Poirot would have known that the dead man would not have been Renauld.Poirot was in the morgue when Mrs Renauld identified the victim. 2 The movie has combined two persons into one! Cinderella has been removed by the movie. The girl Hastings falls in love with and the ex-girlfriend of Jack Renauld are one person in the movie! Why for gods sake? 3Hastings finds the victims cause he is such a bad golf player. Totally unfunny and stupid. 4 The movie tells secrets much too early for example at the very beginning. So you know things you shouldnt know. 5 The murderer gets shot at the end by a person who doesnt exists in the book. Perhaps because the person cinderella who stops the murderer does not exists in the movie. 6The book is very complex. The movie takes only about 90 minutes. Sure it is difficult to include all the necessary details but it is impossible if you include stupid things which were not in the book and have no meaning e.g. bicycle race.;Eu sei que é impossível manter todos os detalhes de um livro em um filme. Mas esse filme mudou quase tudo sem nenhum motivo. Além disso, muitas mudanças tornaram a história ilógica. Alguns exemplos: 1 no filme Paul Renauld realmente encontra Poriot antes que ele morra no livro. Poirot só recebe uma carta dizendo que tem medo de ser morto. Isso é completamente estúpido porque se o plano de Renaulds tivesse sido bem-sucedido, Poirot saberia que o homem morto não seria Renauld. Poirot estava no necrotério quando a sra. Renauld identificou a vítima. 2 O filme combinou duas pessoas em uma! Cinderela foi removida pelo filme. A garota de quem Hastings se apaixona e a ex-namorada de Jack Renauld é uma das pessoas no filme! Por que pelo amor de Deus? 3Hastings encontra as vítimas porque ele é um jogador de golfe tão ruim. Totalmente sem graça e estúpida. 4 O filme conta os segredos muito cedo, por exemplo, no começo. Então você sabe coisas que você não deveria saber. 5 O assassino é baleado no final por uma pessoa que não existe no livro. Talvez porque a pessoa cinderela que pára o assassino não exista no filme. 6O livro é muito complexo. O filme leva apenas cerca de 90 minutos. Claro que é difícil incluir todos os detalhes necessários, mas é impossível incluir coisas estúpidas que não estavam no livro e não têm significado, por exemplo. corrida de bicicleta.;neg
126;Reba is a very dumb show. You can predict pretty much anything thats about to happen. Barbra Jean is just too stupid. Its like shes not even a character. A show like this should at least have SOMEONE who resembles a real-life person. I guess Barbra Jean represents a retarded person. Keira or whatever her name is, Reba, Brock, theyre all stupid! Keira is like the smartest person on the show, and shes still stupid. EVERYONE IS STUPID! Thats my opinion on Reba. Since I have said all I can say about this show, Ill just take up the next few lines of text by saying what I am currently saying right now and do it until theres 10 lines. There. Reba gets 2/10.;Reba é um show muito idiota. Você pode prever praticamente qualquer coisa que esteja prestes a acontecer. Barbra Jean é muito burro. É como se ela nem fosse um personagem. Um programa como esse deveria ter, pelo menos, alguém que se pareça com uma pessoa da vida real. Eu acho que Barbra Jean representa uma pessoa retardada. Keira ou qualquer que seja o nome dela, Reba, Brock, eles são todos estúpidos! Keira é como a pessoa mais inteligente do show, e ela ainda é estúpida. TODOS ESTÃO ESTÚPIDOS! Essa é a minha opinião sobre Reba. Desde que eu disse tudo o que posso dizer sobre este show, vou apenas tomar as próximas linhas de texto, dizendo o que estou dizendo agora e fazê-lo até que haja 10 linhas. Lá. Reba recebe 2/10.;neg
127;Reba is , without a doubt , one of the worst comedy series ever. I wonder how come there are people writing good comments on Reba ... You watch Friends , Married Wtih Children , Fraizer if you laugh at that , you can never laugh at the stupid jokes and the ridiculous accent of the singer who is trying to make her way in comedy and obviously having no chance whatsoever. The actors/actresses beside Reba are OK so I feel bad for them stucking in a so-called comedy show with the least funnies person in the world Reba.To sum up , I suggest this TV Show to see how low comedy can get and appreciate the ones that can make you laugh;Reba é, sem dúvida, uma das piores séries de comédia de todos os tempos. Eu me pergunto por que existem pessoas escrevendo bons comentários sobre Reba ... Você assiste Friends, Married Wtih Children, Fraizer se você ri disso, você nunca pode rir das piadas estúpidas e do sotaque ridículo da cantora que está tentando entrar na comédia e obviamente não tendo nenhuma chance. Os atores / atrizes ao lado de Reba estão bem, então eu me sinto mal por eles invadirem um chamado show de comédia com a pessoa menos divertida do mundo, Reba. Para resumir, eu sugiro este programa para ver como a comédia pode chegar e apreciar aqueles que podem fazer você rir;neg
128;Naked Deanna Troi! Richies brother Chuck from Happy Days with a reverse mohawk!Death Wish 3 has all this and more, including one clever scene where Chuck Bronsons character sets up a mousetrap like device that brains a punk when he opens the window.Chuck also places a board with a bunch of nails on the floor near another window and smiles when he returns and sees bloody footprints leading away.All I can say about Death Wish 3 is that it is one of most incomprehensible serious movies that I have ever seen--loaded to the hilt with mayhem, and nearly zero police response, despite the use of military weapons to mow punks down by the score.As I understand it, Bronson disowned this film, but happily cashed the check from Golan Globus.If you enjoy quality movies, avoid this one, but if youre in for a cheap Jackass kind of thrill, check it out.;Deanna Troi nua! Richie irmão de Chuck de Happy Days com um mohawk reverso! Death Wish 3 tem tudo isso e muito mais, incluindo uma cena inteligente onde o personagem Chuck Bronsons configura uma ratoeira como um dispositivo que faz um punk quando ele abre a janela. Chuck também coloca um bordo com um monte de pregos no chão perto de outra janela e sorri quando ele retorna e vê pegadas de sangue levando embora. Tudo o que posso dizer sobre Death Wish 3 é que é um dos filmes mais incompreensíveis que eu já vi- -carregado ao máximo com desordem, e quase zero resposta da polícia, apesar do uso de armas militares para cortar os punks para baixo pela pontuação. Pelo que entendi, Bronson deserdou este filme, mas felizmente descontou o cheque de Golan Globus.Se você gosta filmes de qualidade, evite este, mas se você está em um tipo de emoção Jackass barato, confira.;neg
129;Reba sucks. It sucks hard. Its about this awful country singer attempting comedy. They might as well call this show Generic, because thats what it is. Its dumb and generic. Reba, youre not funny, and Im glad your retarded show was cancelled because you suck, and so does Brock, Barbra Jean, the red-headed teenager, that jockey guy, and the 12 year old who got knocked up. You all suck, and none of you are funny. Oh, and I heard a rumor that Reba is actually a gay devil-worshipper who idolizes Hitler and tortures animals. And she puts subliminal messages on her show and in her music in hopes to make children kill their parents and kill themselves! But it was just a rumor. Anyway, this is the worst show ever, Reba is gay, I do not like her, I think The Office is better than this show, and this show sucks.;Reba é uma merda. É uma droga difícil. É sobre este cantor de país horrível tentando comédia. Eles podem também chamar esse show de genérico, porque é isso mesmo. É burro e genérico. Reba, você não é engraçada, e eu estou contente que seu show de retardados foi cancelado porque você é uma merda, e Brock, Barbra Jean, o adolescente ruivo, aquele cara de jóquei, e o garoto de 12 anos que foi nocauteado. Vocês todos são péssimos e nenhum de vocês é engraçado. Ah, e eu ouvi um boato de que Reba é na verdade uma adoradora do diabo gay que idolatra Hitler e tortura animais. E ela coloca mensagens subliminares em seu programa e em sua música na esperança de fazer as crianças matarem seus pais e se matarem! Mas foi apenas um boato. Enfim, esse é o pior show de todos os tempos, Reba é gay, eu não gosto dela, acho que o The Office é melhor que esse show, e esse show é uma droga.;neg
130;this really is an okay series.. everyone in it is pretty good. but i just cant take Reba. shes trying to be funny but she just isnt and then she got a stupid accent!! if they took her out of the show i would love to see it every day..i have been watching the show in 10 min now and as i said before, Reba IS destroying the show. however the 20 year old guy dont know his name but hes soooo funny, and hes really saving it all..so heres the recipe to get a great show. kick Reba of it and then put the 20 year old guy into the lead role.i really hope someone out there agrees with me and thinks like me that they should kick Reba of the show and put someone else in the lead role;esta é realmente uma série ok .. todos nela são muito bons. mas eu apenas não posso pegar Reba. ela está tentando ser engraçada mas ela apenas não é e então ela tem um sotaque estúpido !! se eles tirassem ela do show eu adoraria vê-la todos os dias ... eu tenho assistido o programa em 10 minutos agora e como eu disse antes, Reba está destruindo o show. no entanto, o cara de 20 anos de idade não sei o nome dele, mas hes soooo engraçado, e ele realmente está salvando tudo .. então heres a receita para obter um grande show. chute a Reba e depois coloque o cara de 20 anos no papel principal. Eu realmente espero que alguém lá fora concorde comigo e pense como eu que eles deveriam chutar a Reba do show e colocar alguém no papel principal.;neg
131;I pretty much liked every character on this show from the start except Reba herself. She comes off as an holier than thou type and quite frankly a big Bully. And that stinks because she is in every scene and every episode. In the later seasons Van becomes unlikeable too,like a spoof of his former self. and Kyra walks around sneering and being miserable.The first 3 to 4 seasons are pretty good if you overlook Reba. Towards the end its pretty bleak.. In basically every episode Barbara jean Is walking around being dumb,Reba is being mean to her,but poor Ole Barbara jean desperately wants Reba to like her which results in Barabara jean telling Reba how awesome she is in every episode. I think it is pretty clear to see Reba has self esteem issues and wants to be seen as this all forgiving saint. Its really a shame too because other than her the show had such potential.;Eu gostei muito de cada personagem desse show desde o início, exceto a própria Reba. Ela vem como um santo do que você digita e, francamente, um grande valentão. E isso fede porque ela está em todas as cenas e todos os episódios. Nas últimas temporadas, Van também se torna desagradável, como uma paródia de seu antigo eu. e Kyra anda zombando e sendo infeliz. As primeiras 3 a 4 temporadas são muito boas se você ignorar Reba. No final, é bem sombrio .. Em basicamente todos os episódios Barbara jean Está andando por aí sendo burra, Reba está sendo má com ela, mas pobre Jean Bárbara desesperadamente quer que Reba goste dela, o que resulta em Barabara jean dizendo a Reba como ela é incrível cada episódio. Eu acho que é bem claro que Reba tem problemas de auto-estima e quer ser visto como um santo que perdoa. É realmente uma pena também porque, além dela, o show tinha esse potencial.;neg
132;This show is made for persons with IQ lower than 80. The jokes in the show are so lame. If you are on a deserted island and you do not have anything to do you will be better than to watch this garbage.... You will hate their accent their behavior and all the stupid jokes and pranks they try to perform...It really pisses me of that viewers gave Reba 6.7 on their voting...Sure i knew there are some people with IQ lower than 80 but what i did not know that there are so many of them! So people if you got to read this I hope that you will never ever download or buy this peace of garbage... I know it is not the place for his but i wish to recommend one much better mini-series Scrubs;Este show é feito para pessoas com QI inferior a 80. As piadas do programa são tão ruins. Se você estiver em uma ilha deserta e não tiver nada a fazer, será melhor do que assistir a esse lixo ... Você odiará o sotaque deles, o comportamento deles e todas as piadas e brincadeiras idiotas que eles tentam realizar ... realmente me irrita de que os espectadores deram Reba 6.7 em seu voto ... Claro que eu sabia que existem algumas pessoas com QI inferior a 80, mas o que eu não sabia que existem tantos deles! Então, se você tiver que ler isso, espero que você nunca baixe ou compre essa paz de lixo ... Eu sei que não é o lugar para a sua, mas eu gostaria de recomendar uma mini-série muito melhor.;neg
133;While it would be easy and accurate to go into why Reba is at its heart indicative of many family-oriented sitcoms in the way it rips off from other better sitcoms, the real truth is that the show is repetitive, full of stereotypes from funnier and more groundbreaking shows, and the lead star is completely out of her element. While Im sure Ms. McIntire can sing and has a fan base that supports that, being in a sitcom shooting out zingers and calling her the next Lucille Ball is far, far removed from reality.Reba herself has no presence which is needed here to establish the fact that she is cast as the put-upon woman of which her entire family is centered. Yet after watching a few episodes there is no real connection to the character. I could care less about her adventures because her whole character seems to be MIA. Reba McIntire has no screen presence, and to make a show around her seems very short-sighted and indicative of most family-oriented programming: to push a sitcom full of men-stupid/women-do-everything stereotypes that appeal to nobody but those who cant afford cable.The show is a waste of time. The only good thing is that it at least has better production values than your standard PAX ripoff....just.;Embora seja fácil e preciso investigar por que Reba é o coração de muitos sitcoms voltados para a família no modo como se sai de outros sitcoms melhores, a verdade é que o programa é repetitivo, cheio de estereótipos de músicas mais engraçadas e divertidas. shows mais inovadores, e a estrela principal está completamente fora de seu elemento. Enquanto eu tenho certeza que a Sra. McIntire pode cantar e tem uma base de fãs que suporta isso, estar em uma sitcom tirando zingers e chamá-la de próximo Lucille Ball está longe, longe da realidade.Reba em si não tem presença que é necessária aqui para estabelecer o fato de que ela é escalada como a mulher que a coloca toda a sua família é centrada. No entanto, depois de assistir alguns episódios, não há conexão real com o personagem. Eu poderia me importar menos com suas aventuras porque seu personagem inteiro parece ser MIA. Reba McIntire não tem presença na tela, e fazer um show em torno dela parece muito míope e indicativo da maioria dos programas orientados para a família: forçar uma comédia cheia de estereótipos de estúpidos / mulheres-tudo-que atraem ninguém além daqueles que não podem pagar por cabo. O show é uma perda de tempo. A única coisa boa é que, pelo menos, tem melhores valores de produção do que o seu padrão PAX ripoff .... apenas.;neg
134;In my opinion of this movie the entire video portion of this movie was absolute trash!!!! However the soundtrack that was used contained the music of a great heavy metal rock band, I recognized the music as being a band called Firstryke and the album was Just a Nightmare and it was very well written!! and I am curious to see what the rest of you movie buffs out there think of it, if can remember back that far I would appreciate the feed back, I collect old movie, and obscure movie sound tracks. It is a very time consuming hobby but is very rewarding. I have seen this bands music being sold in Germany on the net for around fifty dollars per album. Not to bad Hugh?;Na minha opinião sobre este filme, a parte inteira do vídeo deste filme foi lixo absoluto !!!! No entanto, a trilha sonora que foi usada continha a música de uma grande banda de heavy metal, eu reconheci a música como sendo uma banda chamada Firstryke e o álbum era Just a Nightmare e foi muito bem escrito !! e estou curioso para ver o que o resto de seus fãs de cinema pensam sobre isso, se é que se lembra de voltar tão longe Eu apreciaria o feedback, eu coleciono filmes antigos e obscuro trilhas sonoras de filmes. É um hobby muito demorado, mas é muito gratificante. Eu vi essa música de bandas sendo vendida na Alemanha por cerca de cinquenta dólares por álbum. Não para o mal Hugh?;neg
135;I would most definitely have to say that this is the most terrible movie I have ever seen. Its not just the actors that are bad, but also the fact that the camera person taped the wall and the clocks for about 5 minutes at a time. Anyone that likes this must be crazy! THIS MOVIE IS A WASTE OF TIME;Eu definitivamente tenho que dizer que este é o filme mais terrível que eu já vi. Não são apenas os atores que são ruins, mas também o fato de que a pessoa da câmera gravou a parede e os relógios por cerca de 5 minutos de cada vez. Qualquer um que goste disso deve ser louco! ESTE FILME É UM DESPERDÍCIO DO TEMPO;neg
136;I thought Godzilla 2000 was the worst movie ever until I saw this monstrosity. My friends and I went to our local blockbuster and spent about an hour and a half looking for a movie. We could not find one since we have seen almost every movie created. We decided to look in the low budget horror section. We looked for the most attractive cover featuring scantily clad women. We finally decided on Last Slumber Party, THE. Whoops, we made a mistake. It seems as though this movie was filmed with the cheapest camera that could be found in K-Mart. The actors were picked up at a Salvation Army, and as for Steven Tyler. We will just leave that to the imagination. The plot of this movie was ridiculous. SPOILER ALERT While watching the movie there is absolutely no closure at all. Then come to find out all the events were just a dream. This movie should also have been about 30 minutes. If all the camera zooms on still shots, and scans of walls were taken out, it would have been much shorter. All I can say is Im glad there wasnt a sequel.;Eu pensei que Godzilla 2000 foi o pior filme até que eu vi essa monstruosidade. Meus amigos e eu fomos ao nosso blockbuster local e passamos cerca de uma hora e meia à procura de um filme. Não conseguimos encontrar uma vez que vimos quase todos os filmes criados. Decidimos procurar na seção de horror de baixo orçamento. Procuramos a capa mais atraente com mulheres seminuas. Finalmente decidimos pela Last Slumber Party, THE. Opa, nós cometemos um erro. Parece que este filme foi filmado com a câmera mais barata que pode ser encontrada no K-Mart. Os atores foram apanhados em um Exército da Salvação, e quanto a Steven Tyler. Vamos deixar isso para a imaginação. O enredo deste filme foi ridículo. ALERTA DE SPOILER Enquanto assiste ao filme, não há absolutamente nenhum fechamento. Então venha descobrir que todos os eventos foram apenas um sonho. Este filme também deveria ter sido cerca de 30 minutos. Se toda a câmera fizesse zoom em fotos paradas, e as varreduras de paredes fossem removidas, teria sido muito mais curto. Tudo o que posso dizer é que estou contente por não haver uma sequela.;neg
